2025-04-29 01:31:19,309 - __main__ - INFO - Initializing AlphaZero trainer
2025-04-29 01:31:19,310 - __main__ - INFO - Debug mode: True
2025-04-29 01:31:19,321 - __main__ - INFO - ==================================================
2025-04-29 01:31:19,322 - __main__ - INFO - DETAILED ENVIRONMENT DIMENSIONS ANALYSIS
2025-04-29 01:31:19,322 - __main__ - INFO - ==================================================
2025-04-29 01:31:19,322 - __main__ - INFO - Card feature dimension: 8
2025-04-29 01:31:19,322 - __main__ - INFO - Primary cards shape: (90, 8)
2025-04-29 01:31:19,323 - __main__ - INFO - 
--- State Dimension Breakdown ---
2025-04-29 01:31:19,323 - __main__ - INFO - 1. Card state: 4 levels × 3 cards × 8 features = 96
2025-04-29 01:31:19,324 - __main__ - INFO - 2. Gems: 6 types = 6
2025-04-29 01:31:19,324 - __main__ - INFO - 3. Player state: 6 (gems) + 5 (other) + 8 × 3 cards = 35
2025-04-29 01:31:19,324 - __main__ - INFO - 4. Noble tiles: 5 nobles × 5 features = 25
2025-04-29 01:31:19,325 - __main__ - INFO - 
Total state dimension: 96 + 6 + 35 + 25 = 162
2025-04-29 01:31:19,325 - __main__ - INFO - Action dimension: 88
2025-04-29 01:31:19,326 - __main__ - INFO - 
--- State Dimension Formula ---
2025-04-29 01:31:19,326 - __main__ - INFO - state_dim = (4 × 3 × 8) + 6 + (6 + 5 + 8 × 3) + (5 × 5)
2025-04-29 01:31:19,326 - __main__ - INFO - state_dim = 96 + 6 + 11 + 24 + 25
2025-04-29 01:31:19,326 - __main__ - INFO - state_dim = 120 + 42 = 162
2025-04-29 01:31:19,542 - __main__ - INFO - Using device: cuda
2025-04-29 01:31:20,556 - __main__ - INFO - Environment initialized with state_dim=162, action_dim=88
2025-04-29 01:31:20,557 - __main__ - INFO - Training parameters: lr=0.001, weight_decay=0.0001, batch_size=2048, replay_size=10000, num_simulations=100
2025-04-29 01:31:20,557 - __main__ - INFO - ==================================================
2025-04-29 01:31:20,623 - __main__ - INFO - Loading model from models/alphazero_final.pth
2025-04-29 01:31:20,626 - __main__ - INFO - Loaded model from iteration 6
2025-04-29 01:31:20,628 - __main__ - INFO - Starting AlphaZero training from iteration 7 for 1 iterations
2025-04-29 01:32:09,984 - __main__ - DEBUG - Game 1, Step 75: Player 1 chose action 2
2025-04-29 01:32:10,788 - __main__ - DEBUG - Game 1, Step 76: Player 2 chose action 26
2025-04-29 01:32:11,528 - __main__ - DEBUG - Game 1, Step 77: Player 3 chose action 56
2025-04-29 01:32:12,152 - __main__ - DEBUG - Game 1, Step 78: Player 0 chose action 0
2025-04-29 01:32:12,867 - __main__ - DEBUG - Game 1, Step 79: Player 1 chose action 79
2025-04-29 01:32:13,594 - __main__ - DEBUG - Game 1, Step 80: Player 2 chose action 2
2025-04-29 01:32:14,218 - __main__ - DEBUG - Game 1, Step 81: Player 3 chose action 51
2025-04-29 01:32:14,814 - __main__ - DEBUG - Game 1, Step 82: Player 0 chose action 72
2025-04-29 01:32:15,574 - __main__ - DEBUG - Game 1, Step 83: Player 1 chose action 1
2025-04-29 01:32:16,293 - __main__ - DEBUG - Game 1, Step 84: Player 2 chose action 0
2025-04-29 01:32:16,974 - __main__ - DEBUG - Game 1, Step 85: Player 3 chose action 27
2025-04-29 01:32:17,616 - __main__ - DEBUG - Game 1, Step 86: Player 0 chose action 11
2025-04-29 01:32:18,390 - __main__ - DEBUG - Game 1, Step 87: Player 1 chose action 2
2025-04-29 01:32:19,013 - __main__ - DEBUG - Game 1, Step 88: Player 2 chose action 61
2025-04-29 01:32:19,799 - __main__ - DEBUG - Game 1, Step 89: Player 3 chose action 30
2025-04-29 01:32:20,609 - __main__ - DEBUG - Game 1, Step 90: Player 0 chose action 26
2025-04-29 01:32:21,408 - __main__ - DEBUG - Game 1, Step 91: Player 1 chose action 0
2025-04-29 01:32:22,078 - __main__ - DEBUG - Game 1, Step 92: Player 2 chose action 37
2025-04-29 01:32:22,579 - __main__ - DEBUG - Game 1, Step 93: Player 3 chose action 3
2025-04-29 01:32:23,144 - __main__ - DEBUG - Game 1, Step 94: Player 0 chose action 58
2025-04-29 01:32:23,774 - __main__ - DEBUG - Game 1, Step 95: Player 0 chose action 57
2025-04-29 01:32:24,461 - __main__ - DEBUG - Game 1, Step 96: Player 1 chose action 69
2025-04-29 01:32:25,118 - __main__ - DEBUG - Game 1, Step 97: Player 2 chose action 23
2025-04-29 01:32:25,780 - __main__ - DEBUG - Game 1, Step 98: Player 3 chose action 25
2025-04-29 01:32:26,434 - __main__ - DEBUG - Game 1, Step 99: Player 0 chose action 7
2025-04-29 01:32:27,185 - __main__ - DEBUG - Game 1, Step 100: Player 1 chose action 5
2025-04-29 01:32:27,799 - __main__ - DEBUG - Game 1, Step 101: Player 2 chose action 13
2025-04-29 01:32:28,337 - __main__ - DEBUG - Game 1, Step 102: Player 3 chose action 1
2025-04-29 01:32:28,836 - __main__ - DEBUG - Game 1, Step 103: Player 0 chose action 82
2025-04-29 01:32:30,006 - __main__ - DEBUG - Game 1, Step 104: Player 1 chose action 57
2025-04-29 01:32:31,018 - __main__ - DEBUG - Game 1, Step 105: Player 2 chose action 0
2025-04-29 01:32:32,035 - __main__ - DEBUG - Game 1, Step 106: Player 3 chose action 0
2025-04-29 01:32:33,051 - __main__ - DEBUG - Game 1, Step 107: Player 0 chose action 0
2025-04-29 01:32:34,003 - __main__ - DEBUG - Game 1, Step 108: Player 1 chose action 0
2025-04-29 01:32:34,936 - __main__ - DEBUG - Game 1, Step 109: Player 2 chose action 54
2025-04-29 01:32:35,700 - __main__ - DEBUG - Game 1, Step 110: Player 3 chose action 2
2025-04-29 01:32:36,419 - __main__ - DEBUG - Game 1, Step 111: Player 0 chose action 83
2025-04-29 01:32:37,318 - __main__ - DEBUG - Game 1, Step 112: Player 1 chose action 57
2025-04-29 01:32:38,032 - __main__ - DEBUG - Game 1, Step 113: Player 2 chose action 25
2025-04-29 01:32:38,834 - __main__ - DEBUG - Game 1, Step 114: Player 3 chose action 69
2025-04-29 01:32:39,665 - __main__ - DEBUG - Game 1, Step 115: Player 0 chose action 4
2025-04-29 01:32:40,462 - __main__ - DEBUG - Game 1, Step 116: Player 1 chose action 30
2025-04-29 01:32:41,238 - __main__ - DEBUG - Game 1, Step 117: Player 2 chose action 12
2025-04-29 01:32:42,003 - __main__ - DEBUG - Game 1, Step 118: Player 3 chose action 29
2025-04-29 01:32:42,897 - __main__ - DEBUG - Game 1, Step 119: Player 0 chose action 1
2025-04-29 01:32:43,631 - __main__ - DEBUG - Game 1, Step 120: Player 1 chose action 1
2025-04-29 01:32:44,429 - __main__ - DEBUG - Game 1, Step 121: Player 2 chose action 51
2025-04-29 01:32:45,428 - __main__ - DEBUG - Game 1, Step 122: Player 3 chose action 57
2025-04-29 01:32:46,409 - __main__ - DEBUG - Game 1, Step 123: Player 0 chose action 61
2025-04-29 01:32:47,334 - __main__ - DEBUG - Game 1, Step 124: Player 1 chose action 0
2025-04-29 01:32:48,196 - __main__ - DEBUG - Game 1, Step 125: Player 2 chose action 57
2025-04-29 01:32:49,126 - __main__ - DEBUG - Game 1, Step 126: Player 3 chose action 4
2025-04-29 01:32:50,101 - __main__ - DEBUG - Game 1, Step 127: Player 0 chose action 0
2025-04-29 01:32:51,119 - __main__ - DEBUG - Game 1, Step 128: Player 1 chose action 2
2025-04-29 01:32:52,117 - __main__ - DEBUG - Game 1, Step 129: Player 2 chose action 33
2025-04-29 01:32:53,008 - __main__ - DEBUG - Game 1, Step 130: Player 3 chose action 61
2025-04-29 01:32:53,928 - __main__ - DEBUG - Game 1, Step 131: Player 0 chose action 57
2025-04-29 01:32:54,900 - __main__ - DEBUG - Game 1, Step 132: Player 1 chose action 0
2025-04-29 01:32:55,849 - __main__ - DEBUG - Game 1, Step 133: Player 2 chose action 4
2025-04-29 01:32:56,779 - __main__ - DEBUG - Game 1, Step 134: Player 3 chose action 32
2025-04-29 01:32:57,723 - __main__ - DEBUG - Game 1, Step 135: Player 0 chose action 4
2025-04-29 01:32:58,773 - __main__ - DEBUG - Game 1, Step 136: Player 1 chose action 4
2025-04-29 01:32:59,784 - __main__ - DEBUG - Game 1, Step 137: Player 2 chose action 27
2025-04-29 01:33:00,799 - __main__ - DEBUG - Game 1, Step 138: Player 3 chose action 2
2025-04-29 01:33:01,780 - __main__ - DEBUG - Game 1, Step 139: Player 0 chose action 57
2025-04-29 01:33:02,776 - __main__ - DEBUG - Game 1, Step 140: Player 1 chose action 57
2025-04-29 01:33:03,840 - __main__ - DEBUG - Game 1, Step 141: Player 2 chose action 57
2025-04-29 01:33:04,875 - __main__ - DEBUG - Game 1, Step 142: Player 3 chose action 2
2025-04-29 01:33:05,989 - __main__ - DEBUG - Game 1, Step 143: Player 0 chose action 0
2025-04-29 01:33:07,062 - __main__ - DEBUG - Game 1, Step 144: Player 1 chose action 0
2025-04-29 01:33:08,060 - __main__ - DEBUG - Game 1, Step 145: Player 2 chose action 0
2025-04-29 01:33:09,061 - __main__ - DEBUG - Game 1, Step 146: Player 3 chose action 1
2025-04-29 01:33:10,097 - __main__ - DEBUG - Game 1, Step 147: Player 0 chose action 57
2025-04-29 01:33:11,083 - __main__ - DEBUG - Game 1, Step 148: Player 1 chose action 61
2025-04-29 01:33:12,085 - __main__ - DEBUG - Game 1, Step 149: Player 2 chose action 57
2025-04-29 01:33:13,286 - __main__ - DEBUG - Game 1, Step 150: Player 3 chose action 4
2025-04-29 01:33:14,406 - __main__ - DEBUG - Game 1, Step 151: Player 0 chose action 33
2025-04-29 01:33:15,313 - __main__ - DEBUG - Game 1, Step 152: Player 1 chose action 0
2025-04-29 01:33:16,262 - __main__ - DEBUG - Game 1, Step 153: Player 2 chose action 2
2025-04-29 01:33:17,203 - __main__ - DEBUG - Game 1, Step 154: Player 3 chose action 0
2025-04-29 01:33:18,097 - __main__ - DEBUG - Game 1, Step 155: Player 0 chose action 1
2025-04-29 01:33:18,925 - __main__ - DEBUG - Game 1, Step 156: Player 1 chose action 83
2025-04-29 01:33:19,839 - __main__ - DEBUG - Game 1, Step 157: Player 2 chose action 60
2025-04-29 01:33:20,831 - __main__ - DEBUG - Game 1, Step 158: Player 3 chose action 57
2025-04-29 01:33:21,873 - __main__ - DEBUG - Game 1, Step 159: Player 0 chose action 0
2025-04-29 01:33:22,984 - __main__ - DEBUG - Game 1, Step 160: Player 1 chose action 3
2025-04-29 01:33:24,138 - __main__ - DEBUG - Game 1, Step 161: Player 2 chose action 1
2025-04-29 01:33:25,275 - __main__ - DEBUG - Game 1, Step 162: Player 3 chose action 1
2025-04-29 01:33:26,444 - __main__ - DEBUG - Game 1, Step 163: Player 0 chose action 1
2025-04-29 01:33:27,550 - __main__ - DEBUG - Game 1, Step 164: Player 1 chose action 33
2025-04-29 01:33:28,447 - __main__ - DEBUG - Game 1, Step 165: Player 2 chose action 58
2025-04-29 01:33:29,384 - __main__ - DEBUG - Game 1, Step 166: Player 3 chose action 57
2025-04-29 01:33:30,413 - __main__ - DEBUG - Game 1, Step 167: Player 0 chose action 1
2025-04-29 01:33:31,393 - __main__ - DEBUG - Game 1, Step 168: Player 1 chose action 2
2025-04-29 01:33:32,420 - __main__ - DEBUG - Game 1, Step 169: Player 2 chose action 1
2025-04-29 01:33:33,383 - __main__ - DEBUG - Game 1, Step 170: Player 3 chose action 0
2025-04-29 01:33:34,335 - __main__ - DEBUG - Game 1, Step 171: Player 0 chose action 57
2025-04-29 01:33:35,366 - __main__ - DEBUG - Game 1, Step 172: Player 1 chose action 0
2025-04-29 01:33:36,311 - __main__ - DEBUG - Game 1, Step 173: Player 2 chose action 61
2025-04-29 01:33:37,201 - __main__ - DEBUG - Game 1, Step 174: Player 3 chose action 69
2025-04-29 01:33:38,143 - __main__ - DEBUG - Game 1, Step 175: Player 0 chose action 2
2025-04-29 01:33:39,142 - __main__ - DEBUG - Game 1, Step 176: Player 1 chose action 3
2025-04-29 01:33:40,152 - __main__ - DEBUG - Game 1, Step 177: Player 2 chose action 4
2025-04-29 01:33:41,087 - __main__ - DEBUG - Game 1, Step 178: Player 3 chose action 1
2025-04-29 01:33:42,069 - __main__ - DEBUG - Game 1, Step 179: Player 0 chose action 58
2025-04-29 01:33:43,116 - __main__ - DEBUG - Game 1, Step 180: Player 1 chose action 1
2025-04-29 01:33:44,215 - __main__ - DEBUG - Game 1, Step 181: Player 2 chose action 59
2025-04-29 01:33:45,291 - __main__ - DEBUG - Game 1, Step 182: Player 3 chose action 2
2025-04-29 01:33:46,333 - __main__ - DEBUG - Game 1, Step 183: Player 0 chose action 31
2025-04-29 01:33:47,351 - __main__ - DEBUG - Game 1, Step 184: Player 1 chose action 57
2025-04-29 01:33:48,447 - __main__ - DEBUG - Game 1, Step 185: Player 2 chose action 0
2025-04-29 01:33:49,540 - __main__ - DEBUG - Game 1, Step 186: Player 3 chose action 57
2025-04-29 01:33:50,926 - __main__ - DEBUG - Game 1, Step 187: Player 0 chose action 0
2025-04-29 01:33:52,101 - __main__ - DEBUG - Game 1, Step 188: Player 1 chose action 1
2025-04-29 01:33:53,247 - __main__ - DEBUG - Game 1, Step 189: Player 2 chose action 61
2025-04-29 01:33:54,415 - __main__ - DEBUG - Game 1, Step 190: Player 3 chose action 4
2025-04-29 01:33:55,575 - __main__ - DEBUG - Game 1, Step 191: Player 0 chose action 33
2025-04-29 01:33:56,785 - __main__ - DEBUG - Game 1, Step 192: Player 1 chose action 57
2025-04-29 01:33:57,874 - __main__ - DEBUG - Game 1, Step 193: Player 2 chose action 4
2025-04-29 01:33:59,046 - __main__ - DEBUG - Game 1, Step 194: Player 3 chose action 61
2025-04-29 01:34:00,611 - __main__ - DEBUG - Game 1, Step 195: Player 0 chose action 0
2025-04-29 01:34:02,224 - __main__ - DEBUG - Game 1, Step 196: Player 1 chose action 4
2025-04-29 01:34:03,541 - __main__ - DEBUG - Game 1, Step 197: Player 2 chose action 61
2025-04-29 01:34:04,615 - __main__ - DEBUG - Game 1, Step 198: Player 3 chose action 4
2025-04-29 01:34:05,841 - __main__ - DEBUG - Game 1, Step 199: Player 0 chose action 4
2025-04-29 01:34:06,963 - __main__ - DEBUG - Game 1, Step 200: Player 1 chose action 57
2025-04-29 01:34:08,153 - __main__ - DEBUG - Game 1, Step 201: Player 2 chose action 0
2025-04-29 01:34:09,281 - __main__ - DEBUG - Game 1, Step 202: Player 3 chose action 57
2025-04-29 01:34:10,535 - __main__ - DEBUG - Game 1, Step 203: Player 0 chose action 0
2025-04-29 01:34:11,653 - __main__ - DEBUG - Game 1, Step 204: Player 1 chose action 32
2025-04-29 01:34:12,809 - __main__ - DEBUG - Game 1, Step 205: Player 2 chose action 57
2025-04-29 01:34:14,195 - __main__ - DEBUG - Game 1, Step 206: Player 3 chose action 1
2025-04-29 01:34:15,215 - __main__ - DEBUG - Game 1, Step 207: Player 0 chose action 57
2025-04-29 01:34:16,217 - __main__ - DEBUG - Game 1, Step 208: Player 1 chose action 0
2025-04-29 01:34:17,192 - __main__ - DEBUG - Game 1, Step 209: Player 2 chose action 1
2025-04-29 01:34:18,208 - __main__ - DEBUG - Game 1, Step 210: Player 3 chose action 69
2025-04-29 01:34:19,270 - __main__ - DEBUG - Game 1, Step 211: Player 0 chose action 0
2025-04-29 01:34:20,412 - __main__ - DEBUG - Game 1, Step 212: Player 1 chose action 28
2025-04-29 01:34:21,517 - __main__ - DEBUG - Game 1, Step 213: Player 2 chose action 57
2025-04-29 01:34:22,612 - __main__ - DEBUG - Game 1, Step 214: Player 3 chose action 3
2025-04-29 01:34:23,822 - __main__ - DEBUG - Game 1, Step 215: Player 0 chose action 57
2025-04-29 01:34:25,037 - __main__ - DEBUG - Game 1, Step 216: Player 1 chose action 0
2025-04-29 01:34:26,536 - __main__ - DEBUG - Game 1, Step 217: Player 2 chose action 0
2025-04-29 01:34:27,640 - __main__ - DEBUG - Game 1, Step 218: Player 3 chose action 2
2025-04-29 01:34:28,845 - __main__ - DEBUG - Game 1, Step 219: Player 0 chose action 33
2025-04-29 01:34:30,062 - __main__ - DEBUG - Game 1, Step 220: Player 1 chose action 3
2025-04-29 01:34:31,106 - __main__ - DEBUG - Game 1, Step 221: Player 2 chose action 61
2025-04-29 01:34:32,149 - __main__ - DEBUG - Game 1, Step 222: Player 3 chose action 61
2025-04-29 01:34:33,223 - __main__ - DEBUG - Game 1, Step 223: Player 0 chose action 4
2025-04-29 01:34:34,316 - __main__ - DEBUG - Game 1, Step 224: Player 1 chose action 57
2025-04-29 01:34:35,558 - __main__ - DEBUG - Game 1, Step 225: Player 2 chose action 0
2025-04-29 01:34:36,886 - __main__ - DEBUG - Game 1, Step 226: Player 3 chose action 4
2025-04-29 01:34:38,248 - __main__ - DEBUG - Game 1, Step 227: Player 0 chose action 32
2025-04-29 01:34:39,417 - __main__ - DEBUG - Game 1, Step 228: Player 1 chose action 0
2025-04-29 01:34:40,466 - __main__ - DEBUG - Game 1, Step 229: Player 2 chose action 58
2025-04-29 01:34:41,500 - __main__ - DEBUG - Game 1, Step 230: Player 3 chose action 61
2025-04-29 01:34:42,467 - __main__ - DEBUG - Game 1, Step 231: Player 0 chose action 30
2025-04-29 01:34:43,401 - __main__ - DEBUG - Game 1, Step 232: Player 1 chose action 57
2025-04-29 01:34:44,408 - __main__ - DEBUG - Game 1, Step 233: Player 2 chose action 4
2025-04-29 01:34:45,357 - __main__ - DEBUG - Game 1, Step 234: Player 3 chose action 2
2025-04-29 01:34:46,413 - __main__ - DEBUG - Game 1, Step 235: Player 0 chose action 30
2025-04-29 01:34:47,564 - __main__ - DEBUG - Game 1, Step 236: Player 1 chose action 30
2025-04-29 01:34:48,479 - __main__ - DEBUG - Game 1, Step 237: Player 2 chose action 58
2025-04-29 01:34:49,570 - __main__ - DEBUG - Game 1, Step 238: Player 3 chose action 69
2025-04-29 01:34:50,742 - __main__ - DEBUG - Game 1, Step 239: Player 0 chose action 1
2025-04-29 01:34:51,862 - __main__ - DEBUG - Game 1, Step 240: Player 1 chose action 3
2025-04-29 01:34:53,060 - __main__ - DEBUG - Game 1, Step 241: Player 2 chose action 1
2025-04-29 01:34:54,083 - __main__ - DEBUG - Game 1, Step 242: Player 3 chose action 0
